Index,Taille,Poids
13585,171,68
13586,169,56
13587,175,56
13588,176,68
13589,174,57
13590,174,63
13591,184,60
13592,173,60
13593,170,53
13594,168,61
13595,172,55
13596,175,60
13597,170,53
13598,175,57
13599,180,61
13600,163,50
13601,175,55
13602,172,62
13603,181,63
13604,184,52
13605,175,58
13606,171,50
13607,170,59
13608,177,71
13609,185,72
13610,172,63
13611,173,66
13612,176,62
13613,179,63
13614,183,61
13615,170,58
13616,182,63
13617,168,56
13618,174,58
13619,172,59
13620,176,54
13621,169,55
13622,168,50
13623,165,60
13624,173,50
13625,179,70
13626,169,55
13627,174,62
13628,171,55
13629,176,60
13630,178,60
13631,167,57
13632,176,62
13633,185,65
13634,162,55
13635,166,57
13636,165,56
13637,173,57
13638,179,65
13639,173,57
13640,168,55
13641,175,57
13642,164,54
13643,177,62
13644,178,67
13645,180,63
13646,182,70
13647,180,60
13648,174,55
13649,168,59
13650,183,66
13651,164,55
13652,181,55
13653,173,59
13654,168,51
13655,170,63
13656,173,58
13657,176,57
13658,173,62
13659,169,61
13660,173,57
13661,178,60
13662,170,62
13663,168,54
13664,170,52
13665,174,60
13666,173,54
13667,173,64
13668,167,62
13669,175,61
13670,174,55
13671,173,57
13672,170,55
13673,166,58
13674,177,60
13675,178,63
13676,182,71
13677,183,59
13678,174,62
13679,176,56
13680,176,64
13681,179,68
13682,190,71
13683,172,58
13684,161,56
13685,175,53
13686,168,54
13687,174,61
13688,167,54
13689,169,56
13690,169,58
13691,175,55
13692,166,53
13693,171,55
13694,167,48
13695,176,63
13696,171,54
13697,173,52
13698,178,61
13699,176,54
13700,173,56
13701,172,56
13702,173,56
13703,170,54
13704,173,54
13705,175,62
13706,174,68
13707,172,42
13708,164,53
13709,167,51
13710,171,55
13711,172,62
13712,169,50
13713,175,64
13714,177,63
13715,173,65
13716,172,53
13717,178,66
13718,172,59
13719,174,56
13720,168,54
13721,171,58
13722,180,58
13723,164,59
13724,178,62
13725,170,64
13726,176,59
13727,179,52
13728,166,49
13729,168,53
13730,178,54
13731,167,59
13732,166,56
13733,172,51
13734,167,59
13735,173,57
13736,178,64
13737,173,58
13738,177,59
13739,181,75
13740,172,54
13741,175,63
13742,166,53
13743,174,65
13744,177,56
13745,174,61
13746,172,60
13747,168,58
13748,167,52
13749,167,55
13750,170,62
13751,177,55
13752,168,50
13753,172,65
13754,173,60
13755,173,59
13756,171,53
13757,173,51
13758,178,64
13759,172,60
13760,181,69
13761,170,60
13762,170,44
13763,180,65
13764,168,56
13765,160,59
13766,168,56
13767,174,58
13768,172,57
13769,163,51
13770,166,51
13771,166,47
13772,170,59
13773,177,60
13774,178,60
13775,177,58
13776,170,51
13777,163,51
13778,168,59
13779,171,64
13780,177,62
13781,180,61
13782,173,49
13783,175,52
13784,164,50
13785,179,60
13786,167,57
13787,178,66
13788,165,55
13789,181,62
13790,172,64
13791,171,56
13792,171,63
13793,170,60
13794,176,56
13795,176,54
13796,177,55
13797,168,58
13798,172,55
13799,173,53
13800,167,57
13801,173,59
13802,181,56
13803,170,54
13804,171,59
13805,171,54
13806,174,61
13807,180,64
13808,165,46
13809,172,52
13810,176,67
13811,174,64
13812,170,58
13813,176,56
13814,167,57
13815,176,62
13816,169,59
13817,177,55
13818,173,57
13819,161,49
13820,167,55
13821,174,53
13822,176,67
13823,167,56
13824,166,62
13825,170,53
13826,171,47
13827,164,50
13828,173,48
13829,177,68
13830,170,52
13831,170,48
13832,169,47
13833,168,48
13834,170,57
13835,179,66
13836,182,58
13837,176,62
13838,174,57
13839,167,51
13840,178,62
13841,170,60
13842,175,65
13843,181,58
13844,167,60
13845,174,53
13846,177,61
13847,177,58
13848,173,50
13849,175,61
13850,167,51
13851,169,67
13852,172,61
13853,178,66
13854,178,55
13855,176,59
13856,171,56
13857,164,47
13858,164,51
13859,176,61
13860,179,64
13861,174,59
13862,178,68
13863,172,59
13864,178,65
13865,182,64
13866,167,54
13867,167,52
13868,174,63
13869,171,53
13870,175,51
13871,176,49
13872,174,59
13873,168,50
13874,175,61
13875,172,46
13876,165,47
13877,174,59
13878,176,64
13879,180,53
13880,170,47
13881,174,61
13882,161,52
13883,174,63
13884,174,64
13885,175,60
13886,172,68
13887,169,60
13888,167,57
13889,171,56
13890,167,61
13891,168,52
13892,175,59
13893,179,60
13894,163,55
13895,167,55
13896,169,57
13897,170,58
13898,172,54
13899,171,61
13900,179,59
13901,168,57
13902,170,60
13903,174,59
13904,167,50
13905,172,53
13906,171,53
13907,174,65
13908,176,60
13909,177,52
13910,170,50
13911,163,57
13912,165,59
13913,171,56
13914,171,57
13915,174,65
13916,180,58
13917,170,60
13918,172,59
13919,162,54
13920,174,60
13921,178,57
13922,174,61
13923,173,62
13924,176,56
13925,181,61
13926,165,50
13927,171,56
13928,180,57
13929,177,59
13930,168,56
13931,179,59
13932,180,58
13933,174,51
13934,164,54
13935,172,57
13936,171,53
13937,180,63
13938,173,61
13939,172,65
13940,178,58
13941,175,49
13942,174,50
13943,174,55
13944,169,54
13945,175,60
13946,179,60
13947,174,60
13948,175,68
13949,178,63
13950,182,57
13951,174,60
13952,174,56
13953,174,55
13954,170,57
13955,180,64
13956,172,54
13957,173,61
13958,179,64
13959,171,54
13960,174,56
13961,174,53
13962,167,55
13963,178,70
13964,174,55
13965,172,58
13966,173,56
13967,166,49
13968,170,58
13969,166,59
13970,179,59
13971,184,72
13972,153,50
13973,172,47
13974,182,65
13975,175,56
13976,178,61
13977,166,51
13978,174,57
13979,171,55
13980,175,58
13981,174,56
13982,168,60
13983,176,54
13984,172,57
13985,179,57
13986,169,52
13987,167,57
13988,174,62
13989,178,63
13990,178,64
13991,172,60
13992,171,59
13993,169,57
13994,178,56
13995,173,57
13996,173,54
13997,175,61
13998,176,63
13999,178,56
14000,169,56
14001,168,54
14002,176,61
14003,178,56
14004,179,59
14005,172,56
14006,177,64
14007,183,68
14008,175,61
14009,173,63
14010,173,60
14011,175,61
14012,174,54
14013,177,57
14014,171,57
14015,173,51
14016,167,60
14017,168,49
14018,167,53
14019,175,45
14020,163,49
14021,178,59
14022,171,67
14023,166,65
14024,169,55
14025,168,61
14026,164,51
14027,180,68
14028,170,58
14029,168,60
14030,171,62
14031,177,57
14032,166,52
14033,169,50
14034,168,55
14035,172,60
14036,175,59
14037,167,59
14038,169,62
14039,170,56
14040,166,54
14041,179,58
14042,169,58
14043,172,55
14044,179,56
14045,176,59
14046,170,61
14047,169,56
14048,171,58
14049,177,63
14050,171,55
14051,172,57
14052,176,59
14053,173,55
14054,173,56
14055,172,60
14056,178,65
14057,175,61
14058,175,53
14059,170,58
14060,172,55
14061,169,56
14062,170,48
14063,177,55
14064,188,68
14065,177,65
14066,175,52
14067,171,54
14068,174,61
14069,168,58
14070,176,57
14071,174,53
14072,173,61
14073,185,66
14074,168,60
14075,173,54
14076,170,53
14077,172,62
14078,171,58
14079,175,54
14080,172,56
14081,174,58
14082,174,56
14083,174,57
14084,172,53
14085,174,56
14086,174,59
14087,166,59
14088,177,60
14089,174,63
14090,169,54
14091,171,61
14092,176,58
14093,178,65
14094,172,59
14095,175,57
14096,175,56
14097,163,49
14098,183,65
14099,172,64
14100,176,56
14101,167,62
14102,175,53
14103,174,55
14104,169,53
14105,169,58
14106,165,47
14107,157,36
14108,170,63
14109,169,51
14110,168,58
14111,172,55
14112,174,67
14113,173,65
14114,167,52
14115,176,62
14116,177,58
14117,168,44
14118,180,68
14119,177,63
14120,169,56
14121,172,63
14122,177,56
14123,179,67
14124,175,61
14125,172,60
14126,177,52
14127,179,52
14128,174,59
14129,174,62
14130,171,52
14131,174,62
14132,175,61
14133,177,61
14134,169,54
14135,159,49
14136,166,53
14137,168,52
14138,176,53
14139,170,54
14140,167,61
14141,178,67
14142,166,51
14143,167,55
14144,175,57
14145,176,55
14146,173,59
14147,172,55
14148,171,56
14149,169,49
14150,170,61
14151,178,54
14152,169,56
14153,171,58
14154,175,56
14155,178,60
14156,177,63
14157,173,63
14158,177,58
14159,174,62
14160,172,57
14161,167,49
14162,176,63
14163,168,58
14164,172,59
14165,178,55
14166,175,56
14167,175,57
14168,168,59
14169,170,58
14170,173,56
14171,182,66
14172,165,60
14173,177,62
14174,171,63
14175,174,61
14176,168,50
14177,174,56
14178,172,51
14179,175,54
14180,174,59
14181,171,63
14182,164,57
14183,180,64
14184,167,56
14185,167,53
14186,172,61
14187,171,62
14188,168,57
14189,172,61
14190,167,58
14191,169,55
14192,173,55
14193,168,51
14194,172,56
14195,169,57
14196,161,53
14197,171,64
14198,175,66
14199,163,50
14200,165,57
14201,172,58
14202,182,65
14203,172,55
14204,171,58
14205,172,52
14206,171,59
14207,172,50
14208,169,58
14209,184,65
14210,175,55
14211,177,55
14212,168,55
14213,171,60
14214,181,58
14215,179,66
14216,168,54
14217,175,68
14218,166,54
14219,180,61
14220,175,60
14221,174,60
14222,184,68
14223,167,48
14224,171,48
14225,173,52
14226,177,64
14227,171,48
14228,177,68
14229,165,51
14230,170,52
14231,170,53
14232,169,52
14233,179,65
14234,177,51
14235,170,51
14236,169,65
14237,171,58
14238,173,56
14239,174,48
14240,169,60
14241,174,59
14242,165,49
14243,175,63
14244,181,66
14245,169,50
14246,181,63
14247,176,57
14248,176,63
14249,170,47
14250,168,58
14251,167,56
14252,175,54
14253,168,56
14254,171,54
14255,166,56
14256,172,52
14257,167,57
14258,167,56
14259,170,59
14260,173,52
14261,168,52
14262,172,50
14263,173,53
14264,164,48
14265,176,56
14266,172,64
14267,165,59
14268,171,61
14269,170,52
14270,173,49
14271,164,55
14272,169,56
14273,170,57
14274,171,52
14275,178,61
14276,181,60
14277,166,53
14278,176,61
14279,168,54
14280,178,57
14281,174,61
14282,177,67
14283,171,55
14284,176,59
14285,172,59
14286,169,60
14287,172,56
14288,176,63
14289,178,57
14290,176,51
14291,179,54
14292,163,50
14293,168,55
14294,173,57
14295,163,48
14296,167,54
14297,176,63
14298,172,57
14299,177,59
14300,171,60
14301,168,58
14302,168,53
14303,169,56
14304,177,67
14305,171,61
14306,169,59
14307,174,72
14308,169,57
14309,176,66
14310,175,57
14311,172,56
14312,166,56
14313,168,52
14314,172,58
14315,173,54
14316,172,61
14317,167,64
14318,173,61
14319,176,61
14320,177,64
14321,175,55
14322,169,56
14323,176,66
14324,173,57
14325,170,52
14326,174,54
14327,172,57
14328,175,54
14329,169,56
14330,179,51
14331,176,66
14332,169,51
14333,171,61
14334,169,56
14335,174,53
14336,175,57
14337,175,64
14338,171,53
14339,171,60
14340,168,53
14341,173,53
14342,165,52
14343,164,48
14344,179,62
14345,166,50
14346,167,56
14347,168,45
14348,175,54
14349,176,60
14350,168,50
14351,181,68
14352,173,56
14353,174,61
14354,162,50
14355,169,56
14356,175,58
14357,168,65
14358,167,61
14359,175,58
14360,172,56
14361,164,50
14362,173,49
14363,177,58
14364,166,52
14365,179,53
14366,172,55
14367,168,52
14368,174,69
14369,176,57
14370,168,58
14371,173,46
14372,173,46
14373,180,63
14374,177,60
14375,182,67
14376,174,59
14377,169,65
14378,170,55
14379,176,63
14380,174,54
14381,166,59
14382,183,62
14383,172,61
14384,170,55
14385,178,53
14386,176,58
14387,171,55
14388,176,58
14389,169,48
14390,167,52
14391,166,59
14392,165,56
14393,173,61
14394,178,59
14395,163,49
14396,171,54
14397,182,62
14398,176,54
14399,166,41
14400,167,62
14401,177,53
14402,175,60
14403,166,46
14404,179,61
14405,176,62
14406,168,45
14407,168,54
14408,173,55
14409,171,55
14410,169,51
14411,166,47
14412,176,62
14413,171,68
14414,176,63
14415,176,56
14416,176,59
14417,170,49
14418,180,57
14419,170,62
14420,167,57
14421,169,55
14422,164,53
14423,177,61
14424,165,49
14425,172,61
14426,175,63
14427,175,51
14428,175,52
14429,178,63
14430,181,54
14431,170,57
14432,174,55
14433,174,51
14434,166,54
14435,183,67
14436,174,61
14437,173,52
14438,166,59
14439,168,57
14440,175,65
14441,175,60
14442,175,60
14443,175,64
14444,174,57
14445,172,61
14446,166,47
14447,180,63
14448,177,55
14449,174,57
14450,174,61
14451,176,71
14452,178,54
14453,168,64
14454,168,49
14455,167,57
14456,179,65
14457,171,61
14458,168,58
14459,169,55
14460,177,61
14461,167,53
14462,176,57
14463,162,45
14464,178,61
14465,165,45
14466,173,50
14467,175,61
14468,170,58
14469,165,56
14470,175,60
14471,168,53
14472,170,50
14473,175,49
14474,170,54
14475,169,54
14476,172,57
14477,174,58
14478,165,57
14479,178,62
14480,172,60
14481,176,56
14482,175,54
14483,182,70
14484,173,65
14485,170,57
14486,171,58
14487,175,54
14488,177,58
14489,171,51
14490,171,61
14491,174,62
14492,184,65
14493,182,56
14494,164,56
14495,175,59
14496,165,47
14497,181,67
14498,167,49
14499,163,53
14500,175,49
14501,174,66
14502,179,70
14503,181,64
14504,168,61
14505,173,58
14506,168,59
14507,176,66
14508,174,57
14509,181,56
14510,171,57
14511,166,59
14512,175,58
14513,169,57
14514,169,63
14515,180,74
14516,166,55
14517,176,56
14518,166,54
14519,172,61
14520,173,51
14521,175,62
14522,172,52
14523,177,62
14524,173,59
14525,181,68
14526,175,55
14527,163,52
14528,172,57
14529,169,60
14530,171,57
14531,184,68
14532,173,48
14533,166,52
14534,179,62
14535,170,57
14536,171,56
14537,175,62
14538,172,60
14539,177,55
14540,172,67
14541,176,59
14542,162,55
14543,177,64
14544,171,61
14545,164,53
14546,167,58
14547,169,63
14548,160,55
14549,171,58
14550,166,59
14551,178,65
14552,174,66
14553,164,50
14554,169,55
14555,180,64
14556,172,54
14557,166,46
14558,172,62
14559,173,60
14560,169,50
14561,171,61
14562,172,58
14563,166,58
14564,182,65
14565,174,54
14566,175,53
14567,170,50
14568,169,56
14569,171,50
14570,174,59
14571,173,62
14572,166,60
14573,172,57
14574,170,59
14575,173,58
14576,177,63
14577,169,54
14578,169,58
14579,177,60
14580,171,52
14581,171,57
14582,176,61
14583,173,52
14584,174,53
14585,179,51
14586,172,57
14587,170,64
14588,166,45
14589,166,53
14590,177,60
14591,176,57
14592,170,56
14593,165,57
14594,183,66
14595,175,64
14596,165,51
14597,176,67
14598,176,62
14599,166,57
14600,165,47
14601,173,57
14602,170,53
14603,169,52
14604,170,56
14605,168,56
14606,174,59
14607,172,59
14608,173,62
14609,163,48
14610,180,58
14611,182,60
14612,172,52
14613,177,68
14614,176,58
14615,174,62
14616,171,56
14617,176,56
14618,167,58
14619,175,59
14620,174,54
14621,174,54
14622,170,61
14623,174,65
14624,169,53
14625,173,60
14626,176,56
14627,171,59
14628,185,57
14629,172,63
14630,164,48
14631,178,61
14632,179,58
14633,163,52
14634,171,52
14635,172,54
14636,166,48
14637,180,61
14638,173,53
14639,176,64
14640,169,65
14641,179,60
14642,170,48
14643,170,52
14644,170,54
14645,176,69
14646,174,58
14647,176,57
14648,170,58
14649,171,56
14650,169,60
14651,178,61
14652,178,60
14653,175,60
14654,178,68
14655,173,55
14656,171,54
14657,173,60
14658,171,52
14659,168,58
14660,178,55
14661,178,64
14662,177,56
14663,175,51
14664,172,61
14665,173,52
14666,173,59
14667,179,54
14668,173,60
14669,175,65
14670,178,57
14671,167,50
14672,180,56
14673,173,61
14674,175,61
14675,170,52
14676,166,52
14677,177,61
14678,181,62
14679,169,49
14680,177,62
14681,169,55
14682,165,55
14683,167,59
14684,165,54
14685,184,62
14686,168,59
14687,172,54
14688,165,59
14689,168,53
14690,170,52
14691,171,58
14692,173,50
14693,169,59
14694,182,69
14695,181,61
14696,170,57
14697,181,55
14698,171,60
14699,175,61
14700,172,54
14701,167,63
14702,170,52
14703,173,54
14704,170,48
14705,170,63
14706,176,61
14707,166,54
14708,170,60
14709,168,59
14710,173,59
14711,181,68
14712,167,58
14713,175,58
14714,164,47
14715,181,60
14716,173,62
14717,171,60
14718,167,56
14719,178,64
14720,164,54
14721,168,59
14722,184,64
14723,173,57
14724,165,61
14725,165,56
14726,175,60
14727,171,57
14728,165,43
14729,175,56
14730,165,56
14731,174,58
14732,183,65
14733,173,67
14734,170,55
14735,175,66
14736,176,54
14737,165,60
14738,171,57
14739,178,63
14740,167,52
14741,170,55
14742,174,63
14743,169,59
14744,174,54
14745,177,57
14746,182,69
14747,169,46
14748,166,52
14749,182,61
14750,173,55
14751,174,58
14752,168,57
14753,178,67
14754,169,62
14755,170,56
14756,183,73
14757,167,50
14758,183,61
14759,172,57
14760,173,60
14761,169,57
14762,175,55
14763,172,55
14764,172,58
14765,164,56
14766,177,57
14767,175,61
14768,173,55
14769,174,56
14770,166,54
14771,176,67
14772,170,68
14773,168,52
14774,174,54
14775,177,59
14776,171,53
14777,169,54
14778,180,68
14779,176,56
14780,170,55
14781,173,55
14782,171,59
14783,173,52
14784,172,55
14785,168,53
14786,179,64
14787,172,54
14788,169,52
14789,173,52
14790,175,61
14791,179,57
14792,173,59
14793,165,55
14794,170,62
14795,178,59
14796,172,59
14797,181,66
14798,173,66
14799,185,72
14800,186,70
14801,176,61
14802,169,56
14803,174,62
14804,178,57
14805,174,64
14806,184,56
14807,179,62
14808,181,64
14809,179,61
14810,165,52
14811,175,50
14812,177,63
14813,168,52
14814,179,58
14815,170,57
14816,179,60
14817,169,48
14818,167,60
14819,169,57
14820,170,44
14821,169,50
14822,175,60
14823,164,52
14824,175,51
14825,176,64
14826,178,60
14827,170,55
14828,173,59
14829,177,57
14830,165,55
14831,171,57
14832,171,49
14833,174,54
14834,174,71
14835,176,56
14836,170,55
14837,167,50
14838,180,73
14839,172,64
14840,180,62
14841,171,63
14842,177,65
14843,163,50
14844,174,65
14845,176,54
14846,169,47
14847,177,57
14848,181,67
14849,171,54
14850,174,64
14851,162,45
14852,173,52
14853,175,59
14854,174,60
14855,167,50
14856,166,54
14857,170,57
14858,171,53
14859,181,67
14860,169,58
14861,165,48
14862,171,58
14863,175,61
14864,170,57
14865,178,70
14866,173,50
14867,168,55
14868,176,63
14869,173,53
14870,171,63
14871,176,58
14872,169,55
14873,174,66
14874,177,62
14875,173,63
14876,176,59
14877,178,67
14878,178,63
14879,177,53
14880,179,54
14881,167,52
14882,176,58
14883,171,61
14884,177,62
14885,166,59
14886,183,61
14887,172,64
14888,178,59
14889,169,56
14890,171,62
14891,162,57
14892,175,61
14893,180,61
14894,176,64
14895,175,62
14896,175,59
14897,166,53
14898,171,53
14899,164,56
14900,169,54
14901,169,60
14902,169,65
14903,166,43
14904,176,53
14905,163,56
14906,173,61
14907,175,61
14908,179,64
14909,168,60
14910,177,63
14911,176,68
14912,173,54
14913,171,58
14914,171,64
14915,174,58
14916,173,53
14917,181,65
14918,176,56
14919,167,50
14920,179,65
14921,165,60
14922,167,44
14923,169,58
14924,166,51
14925,169,55
14926,166,55
14927,174,58
14928,176,60
14929,186,66
14930,173,53
14931,178,56
14932,180,53
14933,169,61
14934,173,61
14935,178,57
14936,164,52
14937,174,60
14938,173,58
14939,168,62
14940,172,52
14941,170,59
14942,173,55
14943,178,57
14944,172,60
14945,176,56
14946,180,60
14947,171,60
14948,167,55
14949,172,55
14950,169,59
14951,171,57
14952,168,62
14953,168,52
14954,182,69
14955,168,57
14956,173,62
14957,176,58
14958,167,52
14959,170,55
14960,167,60
14961,175,63
14962,174,54
14963,161,61
14964,176,66
14965,173,59
14966,172,51
14967,168,61
14968,171,52
14969,170,54
14970,167,57
14971,170,54
14972,165,53
14973,170,56
14974,174,50
14975,174,63
14976,182,59
14977,174,62
14978,174,49
14979,169,55
14980,173,59
14981,183,63
14982,175,52
14983,169,52
14984,178,60
14985,174,64
14986,173,60
14987,182,62
14988,175,63
14989,179,60
14990,173,54
14991,171,56
14992,172,54
14993,179,63
14994,175,60
14995,176,55
14996,176,61
14997,174,60
14998,177,51
14999,170,70
15000,175,60
15001,166,50
15002,176,58
15003,165,60
15004,171,62
15005,174,62
15006,166,38
15007,176,61
15008,177,61
15009,166,52
15010,170,54
15011,169,61
15012,180,58
15013,176,55
15014,170,53
15015,167,53
15016,174,60
15017,168,57
15018,170,48
15019,172,57
15020,175,60
15021,173,61
15022,159,45
15023,179,54
15024,180,60
15025,175,62
15026,182,58
15027,166,50
15028,169,61
15029,173,61
15030,170,52
15031,174,56
15032,172,63
15033,177,57
15034,177,59
15035,170,58
15036,170,52
15037,175,52
15038,172,59
15039,170,60
15040,165,56
15041,171,47
15042,171,65
15043,171,58
15044,168,47
15045,171,57
15046,169,57
15047,167,47
15048,177,52
15049,174,63
15050,179,61
15051,174,56
15052,178,57
15053,176,64
15054,180,52
15055,176,68
15056,165,49
15057,169,46
15058,170,49
15059,172,60
15060,179,60
15061,160,56
15062,171,57
15063,171,52
15064,170,54
15065,169,55
15066,168,47
15067,177,63
15068,174,50
15069,178,51
15070,173,54
15071,171,54
15072,175,67
15073,164,51
15074,166,56
15075,170,59
15076,175,53
15077,172,62
15078,168,59
15079,170,57
15080,178,57
15081,176,60
15082,178,65
15083,168,57
15084,177,58
15085,176,65
15086,162,46
15087,175,51
15088,172,47
15089,175,60
15090,182,65
15091,180,65
15092,170,53
15093,180,65
15094,163,47
15095,174,60
15096,165,53
15097,179,60
15098,178,74
15099,173,62
15100,175,59
15101,170,55
15102,177,56
15103,161,57
15104,178,62
15105,170,58
15106,180,64
15107,169,61
15108,168,56
15109,170,60
15110,176,57
15111,164,42
15112,172,52
15113,166,55
15114,171,56
15115,169,49
15116,171,58
15117,175,67
15118,167,62
15119,171,62
15120,167,56
15121,177,60
15122,169,55
15123,170,59
15124,173,54
15125,179,61
15126,171,61
15127,165,57
15128,177,58
15129,172,53
15130,170,62
15131,175,57
15132,168,65
15133,170,52
15134,172,56
15135,172,67
15136,177,59
15137,172,50
15138,169,51
15139,171,53
15140,166,54
15141,165,49
15142,178,54
15143,170,54
15144,185,64
15145,179,65
15146,168,58
15147,170,54
15148,177,63
15149,183,61
15150,172,53
15151,168,59
15152,168,52
15153,175,56
15154,175,56
15155,171,66
15156,172,62
15157,173,55
15158,171,54
15159,172,56
15160,169,64
15161,166,46
15162,178,65
15163,178,59
15164,176,57
15165,176,63
15166,174,57
15167,176,63
15168,183,61
15169,175,52
15170,169,54
15171,167,61
15172,176,58
15173,179,62
15174,167,56
15175,173,59
15176,174,57
15177,169,56
15178,168,58
15179,171,50
15180,173,60
15181,173,60
15182,169,57
15183,169,61
15184,174,48
15185,170,64
15186,172,56
15187,180,64
15188,171,54
15189,169,64
15190,175,53
15191,172,63
15192,179,60
15193,168,53
15194,164,56
15195,176,57
15196,183,53
15197,173,62
15198,165,50
15199,175,64
15200,167,47
15201,173,54
15202,173,62
15203,170,54
15204,170,52
15205,171,54
15206,176,61
15207,170,56
15208,164,55
15209,173,54
15210,189,67
15211,176,53
15212,164,48
15213,172,62
15214,173,63
15215,167,56
15216,178,69
15217,170,54
15218,175,61
15219,173,54
15220,176,60
15221,177,61
15222,174,52
15223,175,61
15224,166,51
15225,177,68
15226,164,57
15227,170,48
15228,173,54
15229,181,68
15230,182,61
15231,178,65
15232,171,52
15233,162,56
15234,178,52
15235,179,59
15236,174,57
15237,164,53
15238,167,58
15239,174,59
15240,173,58
15241,169,59
15242,175,61
15243,159,52
15244,171,54
15245,171,58
15246,178,65
15247,168,56
15248,176,61
15249,171,57
15250,169,53
15251,171,54
15252,175,58
15253,175,51
15254,173,65
15255,164,52
15256,175,65
15257,169,55
15258,172,54
15259,177,62
15260,168,54
15261,177,61
15262,163,58
15263,170,53
15264,165,51
15265,169,54
15266,165,54
15267,180,63
15268,167,48
15269,180,60
15270,177,65
15271,179,54
15272,168,58
15273,176,54
15274,182,65
15275,171,55
15276,180,67
15277,175,61
15278,172,49
15279,170,52
15280,158,48
15281,178,61
15282,175,61
15283,176,50
15284,179,57
15285,180,59
15286,180,67
15287,173,59
15288,177,57
15289,170,45
15290,164,53
15291,173,52
15292,177,57
15293,172,60
15294,170,53
15295,181,62
15296,174,61
15297,173,64
15298,182,63
15299,174,57
15300,177,58
15301,175,55
15302,172,59
15303,159,55
15304,177,66
15305,176,56
15306,176,58
15307,168,65
15308,162,55
15309,173,65
15310,171,56
15311,172,56
15312,175,50
15313,164,59
15314,172,53
15315,174,65
15316,169,56
15317,168,51
15318,168,51
15319,173,56
15320,180,61
15321,179,63
15322,165,56
15323,174,59
15324,186,67
15325,179,61
15326,183,65
15327,185,63
15328,165,54
15329,175,56
15330,176,56
15331,169,56
15332,170,64
15333,171,54
15334,159,46
15335,174,59
15336,172,55
15337,182,56
15338,169,55
15339,173,58
15340,171,54
15341,172,66
15342,171,50
15343,169,53
15344,179,62
15345,168,52
15346,166,61
15347,173,57
15348,175,60
15349,176,59
15350,172,60
15351,171,59
15352,169,54
15353,178,62
15354,177,67
15355,170,56
15356,178,68
15357,170,49
15358,169,48
15359,175,57
15360,180,64
15361,180,65
15362,167,65
15363,174,55
15364,178,55
15365,167,55
15366,171,62
15367,166,51
15368,179,65
15369,163,52
15370,178,59
15371,174,64
15372,169,60
15373,169,49
15374,175,56
15375,168,56
15376,181,58
15377,179,57
15378,174,55
15379,160,48
15380,178,58
15381,178,61
15382,174,68
15383,170,54
15384,173,51
15385,174,53
15386,175,61
15387,176,61
15388,180,60
15389,171,63
15390,167,51
15391,172,62
15392,179,53
15393,173,52
15394,172,56
15395,174,58
15396,172,53
15397,167,53
15398,167,54
15399,171,51
15400,173,58
15401,172,52
15402,169,62
15403,173,64
15404,167,50
15405,177,59
15406,170,56
15407,172,61
15408,184,66
15409,175,60
15410,174,62
15411,176,59
15412,164,50
15413,160,51
15414,177,52
15415,175,52
15416,170,54
15417,173,59
15418,159,47
15419,172,52
15420,173,57
15421,170,64
15422,179,58
15423,164,53
15424,171,53
15425,175,62
15426,176,51
15427,173,55
15428,172,55
15429,175,62
15430,180,60
15431,175,58
15432,177,67
15433,166,56
15434,168,48
15435,171,56
15436,170,54
15437,181,57
15438,168,48
15439,166,58
15440,172,57
15441,175,56
15442,174,56
15443,174,60
15444,177,65
15445,178,60
15446,174,58
15447,172,63
15448,173,65
15449,176,62
15450,172,60
15451,178,60
15452,172,58
15453,172,57
15454,168,52
15455,173,54
15456,172,64
15457,182,61
15458,177,61
15459,172,56
15460,174,64
15461,185,62
15462,174,52
15463,175,61
15464,170,57
15465,169,52
15466,173,50
15467,174,62
15468,172,62
15469,177,58
15470,167,43
15471,175,67
15472,174,59
15473,172,58
15474,180,62
15475,181,74
15476,174,54
15477,171,60
15478,176,59
15479,173,55
15480,168,51
15481,176,61
15482,171,53
15483,174,55
15484,177,54
15485,174,58
15486,175,60
15487,173,48
15488,182,54
15489,171,58
15490,175,56
15491,183,72
15492,165,61
15493,169,61
15494,174,60
15495,174,57
15496,163,52
15497,168,59
15498,163,55
15499,173,61
15500,176,61
15501,176,54
15502,186,70
15503,176,53
15504,179,66
15505,167,58
15506,169,55
15507,170,62
15508,166,60
15509,168,60
15510,168,51
15511,177,52
15512,165,60
15513,168,53
15514,173,67
15515,174,63
15516,164,51
15517,170,55
15518,173,54
15519,164,59
15520,167,56
15521,177,61
15522,171,53
15523,185,70
15524,178,59
15525,171,49
15526,175,55
15527,175,59
15528,180,49
15529,176,50
15530,174,63
15531,167,49
15532,172,63
15533,175,54
15534,165,59
15535,165,51
15536,177,51
15537,174,42
15538,172,61
15539,174,59
15540,175,62
15541,168,53
15542,177,58
15543,173,54
15544,182,67
15545,172,69
15546,176,58
15547,163,46
15548,178,59
15549,173,55
15550,176,53
15551,167,52
15552,169,53
15553,170,53
15554,171,60
15555,174,56
15556,170,56
15557,176,57
15558,171,62
15559,171,57
15560,178,59
15561,173,66
15562,169,60
15563,173,61
15564,166,57
15565,174,56
15566,172,61
15567,172,58
15568,172,59
15569,175,53
15570,170,53
15571,173,63
15572,171,53
15573,169,54
15574,171,58
15575,168,55
15576,171,61
15577,173,50
15578,177,58
15579,173,63
15580,167,64
15581,168,52
15582,172,46
